OTU_ID	gene	OTU_Module	Gene_Module	estimate	statistic	p.value	p.adj
EU580497.1.1459	LOC_Os01g02310	OTU Module 2	Gene Module 1	0.865863727228194	5.47313887843952	0.000271853435486681	0.0304072327477641
EU580497.1.1459	LOC_Os01g02930	OTU Module 2	Gene Module 1	0.768616499653273	3.79950196607539	0.00348865090481482	0.047314461195102
EU580497.1.1459	LOC_Os01g03320	OTU Module 2	Gene Module 1	0.760950339798415	3.7088451018847	0.00404901278971493	0.0488275063474803
EU580497.1.1459	LOC_Os01g03870	OTU Module 2	Gene Module 2	-0.85896639536788	-5.3049232013326	0.000345104199540726	0.0315209493104146
EU580497.1.1459	LOC_Os01g04530	OTU Module 2	Gene Module 1	0.77891432376796	3.92764178001945	0.00283103715501427	0.0453411227204464
EU580497.1.1459	LOC_Os01g04540	OTU Module 2	Gene Module 1	0.867907838590002	5.52531910741812	0.000252666057722661	0.0299913767445924
EU580497.1.1459	LOC_Os01g04550	OTU Module 2	Gene Module 1	0.903751189827655	6.67645772553163	5.5240219435023e-05	0.0264808055612479
EU580497.1.1459	LOC_Os01g04580	OTU Module 2	Gene Module 1	0.789804085382919	4.07196928021246	0.0022430673683229	0.0432424638150574
EU580497.1.1459	LOC_Os01g04750	OTU Module 2	Gene Module 1	0.839671044673701	4.88914715903249	0.000633267770690658	0.0350430226029896
EU580497.1.1459	LOC_Os01g05064	OTU Module 2	Gene Module 1	0.805816199446819	4.30321180923465	0.00155357172658202	0.0406565622080807
EU580497.1.1459	LOC_Os01g05470	OTU Module 2	Gene Module 2	-0.876416202081504	-5.75526124036611	0.000183840387269212	0.0287661771725556
EU580497.1.1459	LOC_Os01g06310	OTU Module 2	Gene Module 2	-0.891299515624596	-6.21624002260679	9.93251063547267e-05	0.0283639501286177
EU580497.1.1459	LOC_Os01g07080	OTU Module 2	Gene Module 2	-0.786329040849775	-4.02486053503703	0.00241944128433511	0.0440028380810446
EU580497.1.1459	LOC_Os01g07360	OTU Module 2	Gene Module 1	0.785737427765027	4.01694127806597	0.0024504928097622	0.0442245236373017
EU580497.1.1459	LOC_Os01g07450	OTU Module 2	Gene Module 1	0.840778443724855	4.91111242723306	0.000612900427734689	0.0350337715059633
EU580497.1.1459	LOC_Os01g07500	OTU Module 2	Gene Module 1	0.760396974218528	3.70244762985753	0.00409194576356541	0.0489225634196355
EU580497.1.1459	LOC_Os01g07870	OTU Module 2	Gene Module 2	-0.770282014309156	-3.81971560706441	0.00337513017204023	0.0468060614503298
EU580497.1.1459	LOC_Os01g07940	OTU Module 2	Gene Module 1	0.88553395301435	6.02767317365098	0.000127329105847711	0.0287212011239614
EU580497.1.1459	LOC_Os01g08460	OTU Module 2	Gene Module 2	-0.795323172781219	-4.14894788843619	0.00198334214664189	0.0424133390749847
EU580497.1.1459	LOC_Os01g11650	OTU Module 2	Gene Module 1	0.883887848712465	5.9762781892952	0.000136359924007828	0.0287212011239614
EU580497.1.1459	LOC_Os01g12420	OTU Module 2	Gene Module 1	0.771999616466052	3.84076277729707	0.00326102189913054	0.0464983136793804
EU580497.1.1459	LOC_Os01g13540	OTU Module 2	Gene Module 1	0.785554423137128	4.01449744531869	0.00246015935144219	0.0442247370528312
EU580497.1.1459	LOC_Os01g13930	OTU Module 2	Gene Module 2	-0.77366257005671	-3.86133867983009	0.00315336210208257	0.0462532100843098
EU580497.1.1459	LOC_Os01g14550	OTU Module 2	Gene Module 1	0.762629078725513	3.72837114140329	0.00392085376590561	0.0483481136035155
EU580497.1.1459	LOC_Os01g15530	OTU Module 2	Gene Module 2	-0.852000994701783	-5.14624070676234	0.000433808606638882	0.0335044747572
EU580497.1.1459	LOC_Os01g15640	OTU Module 2	Gene Module 2	-0.778919392727262	-3.92770677082002	0.00283073870988039	0.0453411227204464
EU580497.1.1459	LOC_Os01g16430	OTU Module 2	Gene Module 2	-0.798647550606625	-4.19665888620336	0.00183841826458015	0.0417971981950724
EU580497.1.1459	LOC_Os01g16810	OTU Module 2	Gene Module 1	0.756506769888584	3.65800638640669	0.00440358088687724	0.0498524372542185
EU580497.1.1459	LOC_Os01g17050	OTU Module 2	Gene Module 2	-0.884135172841037	-5.98393449223697	0.000134972012825311	0.0287212011239614
EU580497.1.1459	LOC_Os01g17160	OTU Module 2	Gene Module 2	-0.876235848227612	-5.75015917958302	0.00018512737047516	0.0287661771725556
EU580497.1.1459	LOC_Os01g18240	OTU Module 2	Gene Module 1	0.756526261025943	3.65822675746814	0.00440197607270513	0.0498503236139709
EU580497.1.1459	LOC_Os01g18970	OTU Module 2	Gene Module 1	0.805369189640622	4.29641478509355	0.00157027293691227	0.0407161878582911
EU580497.1.1459	LOC_Os01g19220	OTU Module 2	Gene Module 1	0.766458711659822	3.77359409401901	0.00364000957536839	0.047675434818395
EU580497.1.1459	LOC_Os01g19460	OTU Module 2	Gene Module 2	-0.807351150481626	-4.3267120053453	0.00149725856983316	0.040570386896795
EU580497.1.1459	LOC_Os01g22670	OTU Module 2	Gene Module 1	0.862592353603594	5.39189275872568	0.000304903282919509	0.0309143457859475
EU580497.1.1459	LOC_Os01g22680	OTU Module 2	Gene Module 1	0.801554749168081	4.23925073623321	0.0017184581165549	0.0412760879938197
EU580497.1.1459	LOC_Os01g24490	OTU Module 2	Gene Module 1	0.844243317197062	4.98121374374255	0.00055243427486131	0.0346064174066094
EU580497.1.1459	LOC_Os01g24500	OTU Module 2	Gene Module 1	0.877259944320821	5.77926934193355	0.000177912063082305	0.0287212011239614
EU580497.1.1459	LOC_Os01g25560	OTU Module 2	Gene Module 1	0.788314476403887	4.05165050603835	0.00231742423040913	0.0433644832024025
EU580497.1.1459	LOC_Os01g26174	OTU Module 2	Gene Module 1	0.843848485556265	4.9731179476258	0.000559080693626272	0.0346064174066094
EU580497.1.1459	LOC_Os01g27340	OTU Module 2	Gene Module 2	-0.804815427804977	-4.28802345287711	0.00159115331921925	0.0407161878582911
EU580497.1.1459	LOC_Os01g29280	OTU Module 2	Gene Module 1	0.798389521741833	4.19291826814675	0.00184936713189293	0.0418007822757738
EU580497.1.1459	LOC_Os01g32120	OTU Module 2	Gene Module 1	0.868709440485142	5.54608985795914	0.00024543686973929	0.0298080121227648
EU580497.1.1459	LOC_Os01g34880	OTU Module 2	Gene Module 2	-0.758009022076328	-3.67505833991235	0.00428118373767297	0.049493545802753
EU580497.1.1459	LOC_Os01g34900	OTU Module 2	Gene Module 2	-0.766912097095604	-3.7790118082234	0.00360780087423971	0.0475947348172708
EU580497.1.1459	LOC_Os01g36560	OTU Module 2	Gene Module 2	-0.760996514916039	-3.70937980108216	0.00404544577790376	0.0488275063474803
EU580497.1.1459	LOC_Os01g37050	OTU Module 2	Gene Module 2	-0.839779375219323	-4.89128671521044	0.000631252542190211	0.0350430226029896
EU580497.1.1459	LOC_Os01g37750	OTU Module 2	Gene Module 2	-0.858530135150032	-5.29466846131764	0.000350205786868178	0.0315762279866095
EU580497.1.1459	LOC_Os01g40280	OTU Module 2	Gene Module 2	-0.795957247398775	-4.15796814284286	0.00195504767984794	0.0422257273224758
EU580497.1.1459	LOC_Os01g40580	OTU Module 2	Gene Module 2	-0.80020918105666	-4.21943479789384	0.00177320971082537	0.0415910090701065
EU580497.1.1459	LOC_Os01g40750	OTU Module 2	Gene Module 2	-0.775148316577433	-3.87989000968207	0.00305948112655363	0.0460556756109927
EU580497.1.1459	LOC_Os01g42030	OTU Module 2	Gene Module 2	-0.806361433691044	-4.31153080029538	0.00153338560917455	0.0406126025777368
EU580497.1.1459	LOC_Os01g42330	OTU Module 2	Gene Module 1	0.832320194580658	4.74842264354836	0.000782094922873149	0.0362677968777093
EU580497.1.1459	LOC_Os01g43110	OTU Module 2	Gene Module 1	0.878065453518333	5.80240642027616	0.000172392752898459	0.0287212011239614
EU580497.1.1459	LOC_Os01g43720	OTU Module 2	Gene Module 2	-0.814992172481133	-4.44755172590315	0.00123985197197637	0.039348344244045
EU580497.1.1459	LOC_Os01g43750	OTU Module 2	Gene Module 2	-0.907076753586847	-6.81393150805913	4.66011950338453e-05	0.0244026855189568
EU580497.1.1459	LOC_Os01g43760	OTU Module 2	Gene Module 2	-0.81049575356008	-4.37564938668193	0.00138679486030583	0.0401702266971202
EU580497.1.1459	LOC_Os01g44310	OTU Module 2	Gene Module 2	-0.781196380044553	-3.95710039503702	0.00269908071553026	0.0450518437160021
EU580497.1.1459	LOC_Os01g48390	OTU Module 2	Gene Module 1	0.815734684082738	4.45965163908046	0.00121678812953755	0.0392715663343551
EU580497.1.1459	LOC_Os01g48710	OTU Module 2	Gene Module 1	0.818351351114217	4.50282238079089	0.00113813087604503	0.0389950199248538
EU580497.1.1459	LOC_Os01g48850	OTU Module 2	Gene Module 1	0.76368217205041	3.74071177414073	0.00384204307015807	0.0481285746478061
EU580497.1.1459	LOC_Os01g48960	OTU Module 2	Gene Module 2	-0.847875401597849	-5.05703513792835	0.000494123723081036	0.0340667393382863
EU580497.1.1459	LOC_Os01g49710	OTU Module 2	Gene Module 2	-0.817836192252913	-4.49425701555275	0.00115329783271291	0.0390143321099591
EU580497.1.1459	LOC_Os01g51290	OTU Module 2	Gene Module 2	-0.865021742132392	-5.45196632516768	0.000280079047000836	0.0305487017778456
EU580497.1.1459	LOC_Os01g51810	OTU Module 2	Gene Module 2	-0.824949696303289	-4.61551943224916	0.000957119598370157	0.0380591906566894
EU580497.1.1459	LOC_Os01g51870	OTU Module 2	Gene Module 2	-0.760375763796744	-3.70220279681519	0.00409359821216594	0.0489350647829063
EU580497.1.1459	LOC_Os01g51890	OTU Module 2	Gene Module 2	-0.832603915592904	-4.75369699923541	0.000775892158863576	0.0362079229450707
EU580497.1.1459	LOC_Os01g52180	OTU Module 2	Gene Module 1	0.838565682793533	4.8674284932821	0.000654116405748777	0.0350430226029896
EU580497.1.1459	LOC_Os01g52480	OTU Module 2	Gene Module 2	-0.797267646077169	-4.17672835531822	0.0018975532803355	0.042009908257878
EU580497.1.1459	LOC_Os01g52630	OTU Module 2	Gene Module 2	-0.848671057129737	-5.07397789953453	0.000482013729152974	0.0340410754752904
EU580497.1.1459	LOC_Os01g53010	OTU Module 2	Gene Module 2	-0.854739816494122	-5.20737847276026	0.000397041450931486	0.0329209134369036
EU580497.1.1459	LOC_Os01g53700	OTU Module 2	Gene Module 2	-0.796721588709495	-4.16889122248661	0.00192135220263387	0.0420854336635752
EU580497.1.1459	LOC_Os01g54700	OTU Module 2	Gene Module 1	0.780358582713932	3.94623870000736	0.00274696808791484	0.0452550861341817
EU580497.1.1459	LOC_Os01g55310	OTU Module 2	Gene Module 2	-0.765683768252523	-3.76436555672141	0.00369556666707411	0.0477613787419204
EU580497.1.1459	LOC_Os01g55870	OTU Module 2	Gene Module 1	0.836866110154405	4.83442841927554	0.000687204832614847	0.0352114135990457
EU580497.1.1459	LOC_Os01g56630	OTU Module 2	Gene Module 2	-0.790226002463445	-4.07775903342579	0.00222234173755613	0.0431494273791304
EU580497.1.1459	LOC_Os01g56750	OTU Module 2	Gene Module 2	-0.817582081389478	-4.49004403541391	0.00116083626947295	0.0390245621877977
EU580497.1.1459	LOC_Os01g57030	OTU Module 2	Gene Module 1	0.834329429519361	4.78603876672259	0.00073898304405826	0.0359427446555767
EU580497.1.1459	LOC_Os01g58039	OTU Module 2	Gene Module 2	-0.845026421056344	-4.99735454063694	0.000539433173583319	0.0346064174066094
EU580497.1.1459	LOC_Os01g58240	OTU Module 2	Gene Module 1	0.822662268478606	4.57580915437076	0.00101714770876092	0.0385374631584353
EU580497.1.1459	LOC_Os01g58620	OTU Module 2	Gene Module 2	-0.820716403957227	-4.54257058215987	0.00107046143925145	0.0387873387039145
EU580497.1.1459	LOC_Os01g59550	OTU Module 2	Gene Module 1	0.804812015124679	4.28797183821325	0.00159128265624246	0.0407161878582911
EU580497.1.1459	LOC_Os01g60060	OTU Module 2	Gene Module 1	0.868096323720938	5.53018721944066	0.000250951485435189	0.0299023290661401
EU580497.1.1459	LOC_Os01g60190	OTU Module 2	Gene Module 2	-0.810117294790719	-4.36970219350411	0.00139974689004624	0.0402562013934055
EU580497.1.1459	LOC_Os01g60420	OTU Module 2	Gene Module 1	0.785126451611831	4.00879306876056	0.00248287897781376	0.0443464732068344
EU580497.1.1459	LOC_Os01g61070	OTU Module 2	Gene Module 2	-0.789412242524102	-4.06660598271121	0.00226244766368901	0.0432424638150574
EU580497.1.1459	LOC_Os01g61510	OTU Module 2	Gene Module 1	0.784713512946769	4.0033032558476	0.00250495200757746	0.0444053406089984
EU580497.1.1459	LOC_Os01g63180	OTU Module 2	Gene Module 1	0.86893009649249	5.55183845958855	0.000243475497193274	0.0298080121227648
EU580497.1.1459	LOC_Os01g63200	OTU Module 2	Gene Module 1	0.758817384825048	3.68429076397098	0.00421639716774205	0.0492805388440542
EU580497.1.1459	LOC_Os01g63280	OTU Module 2	Gene Module 1	0.871959711693003	5.63215824600174	0.000217760699699997	0.0293321088366122
EU580497.1.1459	LOC_Os01g64000	OTU Module 2	Gene Module 2	-0.758496405470566	-3.68062002772843	0.00424203267958287	0.0493820111624024
